,local_area,address,primary_address,address is primary?,n_pids,pid,units,year_built,bsns_group,bsns_name,bsns_trade_name,bsns_type,value_land,value_bldg,bldg_land_ratio,value_per_unit,VTU members,WestEnd Inbox,VTU Main Inbox,zoning,name,management,n_issues,issues_details,VTU Building,notes,prospect?
4062,West End,1126 comox st,1126 comox st,TRUE,1,,3,1943,,,,,"$2,788,000.00","$31,600.00",0.01133428981,"$939,866.67",,,,RM-5B,,,,,,,
3379,West End,1137 pacific st,1137 pacific st,TRUE,1,,4,1901,,,,,"$2,788,000.00","$39,700.00",0.01423959828,"$706,925.00",,,,RM-5A,,,,,,,
113,,1483 lameys mill rd,1483 lameys mill rd,TRUE,1,,103,1985,,,,,10498000,8301000,0.7907220423,,,,,,Creekview Co-op,Creekview Co-op Housing Association,,,,,
1424,West End,1610 haro st,1610 haro st,TRUE,1,,18,1954,['Home Case Holdings Ltd'],['Home Case Holdings Ltd'],[],['Apartment House'],"$6,743,000.00","$143,000.00",0.02120717781,"$382,555.56",,,,RM-5A,,,,,,,
115,,2229 maple st,2229 maple st,TRUE,1,,102,1976,,,,,23980000,13351000,0.5567556297,,,,,,Maple Crest Apartment,Shalom Branch #178 Canadian Legion,,,,,
116,,188 milross ave,188 milross ave,TRUE,1,,102,2002,,,,,9449000,13264000,1.403746428,,,,,,City Gate Co-op,City Gate Co-op Hsg Asoc.,,,,,
117,,122 walter hardwick ave,122 walter hardwick ave,TRUE,1,,101,2010,['SUCCESS Housing Society'],['SUCCESS Affordable Housing Society'],[],['Non-profit Housing'],360000,512000,1.422222222,,,,,,Olympic Village - Parcel 5,S.U.C.C.E.S.S.,,,,,
2599,West End,1109 harwood st,1109 harwood st,TRUE,1,,6,1905,,,,,"$2,788,000.00","$103,000.00",0.03694404591,"$481,833.33",,,,RM-5A,,,,,,,
119,Grandview-Woodland,2150 pandora st,2150 pandora st,TRUE,1,,101,1968,['Block 35 Holdings Ltd'],['Block 35 Holdings Ltd'],[],['Apartment House'],166744000,68208000,0.409058197,,,,,RM-3A,,,,,,,
120,Arbutus-Ridge,4750 arbutus st,4750 arbutus st,TRUE,1,,101,2001,['Tribe Rental Management'],['Laurier House Apartments Ltd'],[],['Apartment House'],33485000,26889000,0.8030162759,,,,,CD-1 (22),,,,,,,
2781,West End,1044 cardero st,1044 cardero st,TRUE,1,,5,1905,,,,,"$2,085,000.00","$78,000.00",0.03741007194,"$432,600.00",,,,RM-5,,,,,,,
1700,West End,1131 haro st,1131 haro st,TRUE,1,,12,1905,,,,,"$2,788,000.00","$105,000.00",0.03766140603,"$241,083.33",,,,RM-5B,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1131&street=HARO%20STREET,,,
123,,6545 alberta st,6545 alberta st,TRUE,1,,100,1978,,,,,8766000,1554000,0.1772758385,,,,,,Southvan Manor,South Vancouver Foundation,,,,,
124,,3217 e 58th ave,3217 e 58th ave,TRUE,1,,100,1973,,,,,21873000,13893000,0.6351666438,,,,,,Champlain Place,BC Housing,,,,,
125,,1060 howe st,1060 howe st,TRUE,1,,100,2010,['Community Builders Benevolence Group'],['Community Builders Benevolence Group'],['Metson Rooms'],['Non-profit Housing'],57706000,17050000,0.2954632101,,,,,,Metson Rooms,PHS Community Services Society,,,,,
2180,West End,1435 haro st,1435 haro st,TRUE,1,,8,1903,,,,,"$2,788,000.00","$108,000.00",0.0387374462,"$362,000.00",,,,RM-5,,,,,,,
2511,West End,1546 comox st,1546 comox st,TRUE,1,,6,1905,,,,,"$2,788,000.00","$109,000.00",0.03909612626,"$482,833.33",,,,RM-5,,,,,,,
128,,133 powell st,133 powell st,TRUE,1,,100,1988,,,,,5428000,6765000,1.246315402,,,,,,Four Sisters Co-op,Four Sisters Co-op Housing Association,,,,,
129,,3545 e 43rd ave,3545 e 43rd ave,TRUE,1,,100,1985,,,,,0,0,,,,,,,HW Flesher Co-op,HW Flesher Co-op Housing Association,,,,,
130,,2465 fraser st,2465 fraser st,TRUE,1,,99,2014,['BC Indigenous Housing Society'],['BC Indigenous Housing Society'],[],['Non-profit Housing'],5777001,1652001,0.2859616954,,,,,,Kwayatsut,Vancouver Native Housing Society,,,,,
131,,581 cardero st,581 cardero st,TRUE,1,,99,2006,,,,,0,0,,,,,,,Performing Arts Lodge,Performing Arts Lodge of Vancouver,,,,,
132,Downtown,688 cambie st,610 cambie st,FALSE,1,32159960,98,2018,,,,,0,0,,,,,,,Larwill Place,MPA Society,,,,,
133,,27 w pender st,27 w pender st,TRUE,1,,98,2000,['BC Indigenous Housing Society'],['BC Indigenous Housing Society'],[],['Non-profit Housing'],2425000,6183000,2.549690722,,,,,,Ian Leman Place,Vancouver Native Housing Society,,,,,
134,,1580 vernon dr,1580 vernon dr,TRUE,1,,98,2021,['Community Builders Benevolence Group'],['Community Builders Benevolence Group'],[],['Non-profit Housing'],3,3,1,,,,,,Álewem,Community Builders Group,,,,,
135,Fairview,1618 w 6th ave,1618 w 6th ave,TRUE,1,,97,2018,['Austeville Properties Ltd'],['Austeville Properties Ltd'],[],['Apartment House'],15291000,45228000,2.957818325,,,,,CD-1 (630),,,,,,,
136,,239 e georgia st,239 e georgia st,TRUE,1,,97,2002,,,,,3916000,22112000,5.646578141,,,,,,Lore Krill Co-op,Lore Krill Co-operative Housing Association,,,,,
137,,1873 spyglass place,1873 spyglass place,TRUE,1,,96,1984,,,,,0,0,,,,,,,Strathearn Court,Metro Vancouver Housing Corporation,,,,,
138,,337 w pender st,337 w pender st,TRUE,1,,96,2011,['Coast Foundation Society (1974)'],['Coast Foundation Society (1974)'],['Pacific Coast Apartments'],['Non-profit Housing'],595001,288001,0.4840344806,,,,,,Pacific Coast Apartments,Coast Mental Health,,,,,
139,Fairview,1625 w 13th ave,1625 w 13th ave,TRUE,1,,96,1968,['Moneyloi Properties Ltd'],['Moneyloi Properties Ltd'],['Bluecrest Apartment'],['Apartment House'],186501000,159936000,0.8575610855,,,,,RM-3,,,4,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1625&street=W%2013TH%20AVENUE,,,
140,,250 e 36th ave,250 e 36th ave,TRUE,1,,96,1988,,,,,3886000,4057000,1.044004117,,,,,,Little Mountain Court,Little Mountain Care & Housing Association,,,,,
141,,250 powell st,250 powell st,TRUE,1,,96,2015,['The Bloom Group Community Services Society'],['The Bloom Group Community Services Society'],['The View'],['Non-profit Housing'],16450000,1537000,0.09343465046,,,,,,The View,The Bloom Group,,,,,
427,West End,1080 barclay st,1080 barclay st,TRUE,1,,50,1956,['Bosa Developments'],['Bosa-Kingswood Properties (Barclay) Inc'],[],['Apartment House'],"$15,887,000.00","$659,000.00",0.04148045572,"$330,920.00",,,,RM-5B,,,,,,redevelopment,
143,Mount Pleasant,395 kingsway,2775 prince edward st,FALSE,1,8628360,95,2014,,,,,14741000,124000,0.008411912353,,,,,,The Biltmore,Raincity Housing and Support Society,,,,,
144,Sunset,706 e 57th ave,706 e 57th ave,TRUE,1,,95,1964,['7350 Fraser Holdings Ltd'],['7350 Fraser Holdings Ltd'],[],['Apartment House'],9667000,34535000,3.572463019,,,,,CD-1 (621),,,,,,,
145,Downtown,110 water st,112 water st,FALSE,1,15712834,95,2008,,,,,1892001,178001,0.09408081708,,,,,,Gastown Hotel,Not Yet Selected,,,,,
2706,West End,1390 thurlow st,1390 thurlow st,TRUE,1,,5,1905,,,,,"$3,946,000.00","$173,000.00",0.04384186518,"$823,800.00",,,,RM-5A,,,,,,,
4317,West End,842 cardero st,842 cardero st,TRUE,1,,3,1901,,,,,"$1,396,000.00","$69,800.00",0.05,"$488,600.00",,,,RM-5,,,,,,,
966,West End,1031 burnaby st,1031 burnaby st,TRUE,1,,27,1956,['Radio City Investments Ltd'],['Radio City Investments Ltd'],['Radio City Apts'],['Apartment House'],"$7,911,000.00","$401,000.00",0.05068891417,"$307,851.85",,,,RM-5A,,,,,,,
149,Marpole,725 w 70th ave,725 w 70th ave,TRUE,1,,93,1971,['320542 BC Ltd'],['320542 BC Ltd'],['Centennial House'],['Apartment House'],186120000,139320000,0.748549323,,,,,RM-3A,,,,,,,
4764,West End,1143 haro st,1143 haro st,TRUE,1,,3,1905,,,,,"$2,788,000.00","$146,000.00",0.05236728838,"$978,000.00",,,,RM-5B,,,,,,,
151,,65 e hastings st,65 e hastings st,TRUE,1,,92,2009,['Raincity Housing and Support Society'],['Raincity Housing and Support Society'],['Lux Apartments'],['Non-profit Housing'],131001,1196001,9.129708934,,,,,,The Lux,Raincity Housing and Support Society,3,http://app.vancouver.ca/RPS_Net/Default.aspx?num=65&street=E%20HASTINGS%20STREET,,,
2233,West End,1225 harwood st,1225 harwood st,TRUE,1,,8,1905,,,,,"$5,057,000.00","$299,000.00",0.05912596401,"$669,500.00",,,,RM-5A,,,2,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1225&street=HARWOOD%20STREET,,,
2085,West End,1550 harwood st,1550 harwood st,TRUE,1,,9,1922,,,,,"$3,717,000.00","$232,000.00",0.06241592682,"$438,777.78",,,,RM-5A,,,,,,,
154,,1019 pacific st,1019 pacific st,TRUE,1,,91,1985,,,,,13398000,5537000,0.4132706374,,,,,,Pacific Heights Co-op,Pacific Heights Co-op Housing Association,,,,,
2175,West End,823 broughton st,823 broughton st,TRUE,1,,8,1905,,,,,"$2,788,000.00","$175,000.00",0.06276901004,"$370,375.00",,,,RM-5,,,,,,,
156,,3111 ash st,3111 ash st,TRUE,1,,90,1975,,,,,23978000,6296000,0.2625740262,,,,,,St. Mary's Ukrainian Gardens,St. Mary's Ukrainian Senior Citizens' Society,,,,,
157,,16 e hastings st,16 e hastings st,TRUE,1,,90,1988,['PHS Community Services Society'],['PHS Community Services Society'],[],['Non-profit Housing'],0,0,,,,,,,Tellier Tower,PHS Community Services Society,12,http://app.vancouver.ca/RPS_Net/Default.aspx?num=16&street=E%20HASTINGS%20STREET,,,
2550,West End,974 cardero st,974 cardero st,TRUE,1,,6,1910,,,,,"$1,804,000.00","$135,000.00",0.07483370288,"$323,166.67",,,,RM-5,,,3,http://app.vancouver.ca/RPS_Net/Default.aspx?num=974&street=CARDERO%20STREET,,,
2315,West End,1155 burnaby st,1155 burnaby st,TRUE,1,,8,1905,,,,,"$2,682,000.00","$234,000.00",0.08724832215,"$364,500.00",,,,RM-5A,,,,,,,
2623,West End,960 cardero st,962 cardero st,FALSE,1,14510413,6,1910,,,,,"$1,709,000.00","$154,000.00",0.09011117613,"$310,500.00",,,,RM-5,,,,,,,
161,Mount Pleasant,180 switchmen st,180 switchmen st,TRUE,1,,90,2014,,,,,15259000,29422000,1.928173537,,,,,CD-1 (516),,,,,,,
210,West End,1050 harwood st,1050 harwood st,TRUE,1,,81,1969,,,,,"$120,123,000.00","$11,712,000.00",0.09750006244,"$1,627,592.59",,,,RM-5A,,,,,,,
163,,415 nelson st,415 nelson st,TRUE,1,,90,1997,['127 Society for Housing'],['127 Society for Housing'],['The WellSpring'],['Non-profit Housing'],4441000,8174000,1.840576447,,,,,,The Wellspring,The 127 Society for Housing,,,,,
1333,West End,980 jervis st,980 jervis st,TRUE,1,,20,1945,['Pontiac Holdings Ltd'],['Pontiac Holdings Ltd'],[],['Apartment House'],"$6,743,000.00","$661,000.00",0.09802758416,"$370,200.00",,,,RM-5B,,,,,,,
165,,3183 pierview crescent,3183 pierview crescent,TRUE,1,,89,2020,,,,,0,0,,,,,,,Kinship Housing Co-operative,Kinship Housing Co-operative,,,,,
166,,8080 yukon st,8080 yukon st,TRUE,1,,89,1976,['Kiwanis-Soroptimist Senior Citizen Housing Society'],['Kiwanis-Soroptimist Senior Citizen Housing Society'],[],['Non-profit Housing'],40399000,114000,0.002821852026,,,,,,Southwynd Place,Vancouver Kiwanis Housing Society,,,,,
2833,West End,1550 comox st,1550 comox st,TRUE,1,,5,1912,['(Emily Kelly)'],['(Emily Kelly)'],[],['Apartment House'],"$2,788,000.00","$274,000.00",0.09827833572,"$612,400.00",,,,RM-5,,,,,,,
168,,3355 e 5th ave,3355 e 5th ave,TRUE,1,,89,2008,['Beulah Garden (2004) Homes Society'],['Beulah Garden (2004) Homes Society'],['The Cedars at Beulah Gardens'],['Non-profit Housing'],12537000,15683000,1.250937226,,,,,,Beulah Gardens - The Cedars,Beulah Garden Homes Society,,,,,
619,West End,1040 barclay st,1040 barclay st,TRUE,1,,40,1962,['1040 Barclay Street Enterprises Inc'],['1040 Barclay Street Enterprises Inc'],['Barclay Mansions'],['Apartment House'],"$29,654,000.00","$3,236,000.00",0.1091252445,"$822,250.00",,,,RM-5B,,,,,,,
170,Arbutus-Ridge,5455 balsam st,5455 balsam st,TRUE,1,,88,1966,['Balsam Holdings Ltd'],['Balsam Holdings Ltd'],[],['Apartment House'],245217000,100800000,0.4110644857,,,,,RM-3,,,3,http://app.vancouver.ca/RPS_Net/Default.aspx?num=5455&street=BALSAM%20STREET,,,
171,,3641 tuaq dr,3641 tuaq dr,TRUE,1,,87,1982,,,,,0,0,,,,,,,Alexander Laidlaw Co-op,Alexander Laidlaw Co-op Housing Association,,,,,
172,,1321 richards st,1321 richards st,TRUE,1,,87,2009,['City of Vancouver'],['City of Vancouver'],[],['Non-profit Housing'],1,1,1,,,,,,Kindred Place,More Than a Roof Housing Society,,,,,
173,,1254 pendrell st,1254 pendrell st,TRUE,1,,87,1973,['Pendrellis Society'],['Pendrellis Society'],[],['Non-profit Housing'],27818000,36642000,1.317204688,,,,,,Pendrellis,Parish of St.Paul-Pendrellis Society,,,,,
2469,West End,968 cardero st,968 cardero st,TRUE,1,,6,1910,,,,,"$1,709,000.00","$192,000.00",0.1123464014,"$316,833.33",,,,RM-5,,,3,http://app.vancouver.ca/RPS_Net/Default.aspx?num=968&street=CARDERO%20STREET,,,
175,,540 e hastings st,540 e hastings st,TRUE,1,,86,1987,,,,,636006,1944006,3.056584372,,,,,,Jennie Pentland Place,First United Church Social Housing Society,,,,,
176,Fairview,550 w 12th ave,550 w 12th ave,TRUE,1,,86,1965,['Hollyburn Properties Ltd'],['Hollyburn Properties Ltd'],['Hollyburn Court'],['Apartment House'],54808000,89864000,1.639614655,,,,,RM-3,,,,,,,
177,West Point Grey,3707 w 7th ave,3707 w 7th ave,TRUE,1,,86,1970,['Canaland Developments Ltd'],['Canaland Developments Ltd'],[],['Apartment House'],84490000,103235000,1.221860575,,,,,RM-4,,,,,,,
2304,West End,817 bidwell st,817 bidwell st,TRUE,1,,8,1978,['Winson Pacific Holdings Ltd'],['Winson Pacific Holdings Ltd'],[],['Apartment House'],"$11,972,000.00","$1,364,000.00",0.1139325092,"$1,667,000.00",,,,C-5A,,,,,,,
1459,West End,1517 comox st,1517 comox st,TRUE,1,,17,1905,,,,,"$2,788,000.00","$321,000.00",0.1151362984,"$182,882.35",,,,RM-5,,,,,,,
3565,West End,1038 cardero st,1038 cardero st,TRUE,1,,3,1905,,,,,"$1,787,000.00","$212,000.00",0.1186345831,"$666,333.33",,,,RM-5,,,,,,,
181,,251 union st,251 union st,TRUE,1,,86,1993,['SUCCESS Housing Society'],['SUCCESS Housing Society'],[],['Non-profit Housing'],1,1,1,,,,,,Solheim Place,S.U.C.C.E.S.S.,,,,,
182,,1161 granville st,1161 granville st,TRUE,1,,86,2007,['Provincial Rental Housing Corporation'],['Provincial Rental Housing Corporation'],"[""St Helen's Hotel""]",['Non-profit Housing'],6452002,630002,0.09764442106,,,,,,St Helen's Hotel,Coast Mental Health,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1161&street=GRANVILLE%20STREET,,,
1664,West End,1565 harwood st,1565 harwood st,TRUE,1,,13,1930,['Inmobiliere Canada Investment Ltd'],['Inmobiliere Canada Investment Ltd'],[],['Apartment House'],"$5,057,000.00","$638,000.00",0.126161756,"$438,076.92",,,,RM-5A,,,,,,,
184,Downtown,101 powell st,103 powell st,FALSE,1,15702537,85,1986,,,,,22838000,207500,0.009085734302,,,,,,Columbia House,Affordable Housing Societies,,,,,
185,,1399 fountain w,1399 fountain w,TRUE,1,,85,1980,['Wellington Society'],['Wellington Society'],[],['Non-profit Housing'],22605000,16637000,0.7359876134,,,,,,Wellington Apartment,Wellington Society,,,,,
186,,596 e hastings st,596 e hastings st,TRUE,1,,85,2007,,,,,204001,662001,3.245087034,,,,,,Grace Mansion,Salvation Army,,,,,
187,,2775 cooperative w,2775 cooperative w,TRUE,1,,85,1992,,,,,0,0,,,,,,,Kaslo Gardens Co-op,Kaslo Gardens Co-op Housing Association,,,,,
188,,40 e hastings st,40 e hastings st,TRUE,1,,84,2000,['Neighbourhood Housing Society'],['Neighbourhood Housing Society'],['The Oasis'],['Non-profit Housing'],0,0,,,,,,,The Oasis,Neighbourhood Housing Society,9,http://app.vancouver.ca/RPS_Net/Default.aspx?num=40&street=E%20HASTINGS%20STREET,,,
3807,West End,1170 davie st,1170 davie st,TRUE,1,,3,1947,['Sokun Chhuon & Peou (Paula) Chhuon'],['Sokun Chhuon & Peou (Paula) Chhuon'],[],['Apartment House'],"$3,043,000.00","$396,700.00",0.1303647716,"$1,146,566.67",,,,C-5,,,,,,,
1829,West End,1172 barclay st,1172 barclay st,TRUE,1,,11,1905,,,,,"$2,788,000.00","$373,000.00",0.1337876614,"$287,363.64",,,,RM-5B,,,3,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1172&street=BARCLAY%20STREET,,,
191,,43 powell st,43 powell st,TRUE,1,,84,1983,['Affordable Housing Advisory Association'],['Affordable Housing Advisory Association'],[],['Non-profit Housing'],13992000,1535000,0.109705546,,,,,,Europe Hotel,Affordable Housing Societies,6,http://app.vancouver.ca/RPS_Net/Default.aspx?num=43&street=POWELL%20STREET,,,
192,,1515 granville st,1515 granville st,TRUE,1,,84,1988,['Affordable Housing Advisory Association'],['Affordable Housing Advisory Association'],[],['Non-profit Housing'],4959000,5558000,1.120790482,,,,,,Granville House,Affordable Housing Societies,,,,,
193,,151 w 1st ave,151 w 1st ave,TRUE,1,,84,2010,,,,,0,0,,,,,,,Athletes Village Co-op,Co-operative Housing Federation of BC,,,,,
3322,West End,1380 thurlow st,1380 thurlow st,TRUE,1,,4,1910,,,,,"$3,918,000.00","$545,000.00",0.1391015824,"$1,115,750.00",,,,RM-5A,,,,,,,
1452,West End,1689 robson st,1689 robson st,TRUE,1,,17,1911,['J&J Nada Holdings Inc'],['J&J Nada Holdings Inc'],[],['Apartment House'],"$5,749,000.00","$814,000.00",0.1415898417,"$386,058.82",,,,C-5A,,,,,,,
2128,West End,977 broughton st,977 broughton st,TRUE,1,,9,1905,,,,,"$1,860,000.00","$268,000.00",0.1440860215,"$236,444.44",,,,RM-5,,,,,,,
2157,West End,954 cardero st,954 cardero st,TRUE,1,,9,1910,,,,,"$2,094,000.00","$325,000.00",0.1552053486,"$268,777.78",,,,RM-5,,,,,,,
198,,1261 granville st,1261 granville st,TRUE,1,,83,2005,['City of Vancouver'],['City of Vancouver'],['Granville Residence'],['Non-profit Housing'],6295000,4657000,0.7397934869,,,,,,Granville Residence,City of Vancouver,,,,,
199,Kerrisdale,5815 yew st,5815 yew st,TRUE,1,,83,1965,['Starlight Investments'],['GF II 5815 Yew Apartments Ltd'],[],['Apartment House'],161672000,168464000,1.042010985,,,,,RM-3,,,,,,,
200,Fairview,651 moberly rd,651 moberly rd,TRUE,1,,83,1977,['Moberley Investments Ltd'],['Moberley Investments Ltd'],['Moberley 2'],['Apartment House'],25319000,14185000,0.5602511948,,,,,FCCDD,,,,,,,
646,West End,1122 harwood st,1122 harwood st,TRUE,1,,39,1979,['1229767 BC Ltd' 'Harwood Place Apartments Limited'],['Harwood Place Apartments Limited' '1229767 BC Ltd'],['Harwood Apartment'],['Apartment House'],"$16,084,000.00","$2,551,000.00",0.1586048247,"$477,820.51",,,1,RM-5A,,,,,On the radar,mary lynn cressey building,yes
202,,325 keefer st,325 keefer st,TRUE,1,,82,1972,,,,,5764000,13459000,2.335010409,,,,,,Chau Luen Tower,Chau Luen Kon Sol Society of Vancouver,,,,,
203,Fairview,1305 w 12th ave,1305 w 12th ave,TRUE,1,,82,1968,['Hollyburn Properties Ltd'],['Hollyburn Properties Ltd'],['Skyline Apartments'],['Apartment House'],85640000,106805000,1.247139187,,,,,RM-3,,,,,,,
1758,West End,1314 broughton st,1314 broughton st,TRUE,1,,12,1951,['C B Balfour (C Balfour)'],['C B Balfour (C Balfour)'],[],['Apartment House'],"$3,667,000.00","$668,000.00",0.1821652577,"$361,250.00",,,,RM-5A,,,,,,,
205,Fairview,711 millyard,888 greenchain,FALSE,1,7592396,82,1977,,,,,0,0,,,,,,,False Creek Co-op,False Creek Co-op Housing Association,,,,,
206,Kitsilano,1850 w 8th ave,1850 w 8th ave,TRUE,1,,82,1992,,,,,12595000,8129000,0.6454148472,,,,,RM-4,,,,,,,
207,,5233 joyce st,5233 joyce st,TRUE,1,,82,1970,,,,,7943000,14862000,1.871081455,,,,,,Columbus Tower,Columbus Charities,,,,,
208,,177 e hastings st,177 e hastings st,TRUE,1,,81,1999,['PHS Community Services Society'],['PHS Community Services Society'],['Hotel Maple'],['Non-profit Housing'],1,1,1,,,,,,Washington Hotel,PHS Community Services Society,45,http://app.vancouver.ca/RPS_Net/Default.aspx?num=177&street=E%20HASTINGS%20STREET,,,
209,Victoria-Fraserview,2691 e 49th ave,2691 e 49th ave,TRUE,1,,81,1961,['Churchill Investments Ltd'],['Churchill Investments Ltd'],[],['Apartment House'],21371000,6883000,0.3220719667,,,,,CD-1 (7A),,,,,,,
1036,West End,878 gilford st,878 gilford st,TRUE,1,,25,1952,['Lotte and John Hecht Memorial Foundation'],['Lotte and John Hecht Memorial Foundation'],['Park Towers Apartments'],['Apartment House'],"$10,115,000.00","$1,970,000.00",0.194760257,"$483,400.00",,,,RM-5B,,,,,,,
211,,176 alexander st,176 alexander st,TRUE,1,,81,1990,['Affordable Housing Advisory Association'],['Affordable Housing Advisory Association'],[],['Non-profit Housing'],2892000,4533000,1.567427386,,,,,,Alexander House,Affordable Housing Societies,,,,,
212,,1105 seymour st,1105 seymour st,TRUE,1,,81,2017,['City of Vancouver'],['City of Vancouver'],['Seymour Residence'],['Non-profit Housing'],14707000,44662000,3.036785204,,,,,,Seymour Residence,City of Vancouver,,,,,
213,,768 prior st,768 prior st,TRUE,1,,81,1989,,,,,3749000,3077000,0.8207522006,,,,,,Chinese Freemason's Manor,Chinese Freemason's Housing Society of B.C.,,,,,
214,,361 heatley ave,361 heatley ave,TRUE,1,,81,2002,['Union Gospel (Heatley) Housing Society'],['Union Gospel (Heatley) Housing Society'],[],['Non-profit Housing'],672001,2963001,4.409221117,,,,,,Maurice McElrea Place,Union Gospel Mission,,,,,
1057,West End,851 bidwell st,851 bidwell st,TRUE,1,,24,1930,['Fan-Frazer Holdings Ltd'],['Fan-Frazer Holdings Ltd'],[],['Apartment House'],"$16,634,000.00","$3,566,000.00",0.2143801852,"$841,666.67",,,,RM-5A,,,,,In progress,,
1113,West End,925 bute st,925 bute st,TRUE,1,,23,1927,['Sergio Allesandro Gonzo (Sergio Gonzo)'],['Sergio Allesandro Gonzo (Sergio Gonzo)'],[],['Apartment House'],"$6,743,000.00","$1,448,000.00",0.2147412131,"$356,130.43",,,,RM-5B,,,,,,,
217,,235 main st,235 main st,TRUE,1,,80,2018,['Raincity Housing and Support Society'],['Raincity Housing and Support Society'],['Jubilee Rooms'],['Non-profit Housing'],1,1,1,,,,,,Jubilee Rooms,Raincity Housing and Support Society,20,http://app.vancouver.ca/RPS_Net/Default.aspx?num=235&street=MAIN%20STREET,,,
218,,2080 wall st,2080 wall st,TRUE,1,,80,1969,,,,,14642000,81400,0.005559349816,,,,,,Chimo Terrace,BC Housing,,,,,
219,,435 w pender st,435 w pender st,TRUE,1,,80,2021,,,,,2,2,1,,,,,,Cow-aa,Lu'Ma Native Housing Society,,,,,
220,,2633 e broadway,2633 e broadway,TRUE,1,,80,1975,,,,,6074000,16764000,2.759960487,,,,,,Broadway Manor,Broadway Pentecostal Benevolent Association,,,,,
1087,West End,985 nicola st,985 nicola st,TRUE,1,,24,1953,['Sterum Properties Ltd'],['Sterum Properties Ltd'],[],['Apartment House'],"$22,068,000.00","$5,043,000.00",0.2285209353,"$1,129,625.00",,,,RM-5,,,,,,,
